CoAgYear|ProjectID|SubprojectID|DateReceived|ReceiveNo|AmountReceivedUSD|ExchangeRate|AmountReceivedTHB|Gain|ChequeReceived|Remark|_datecreated|_usercreated|_dateupdated|_userupdated
1|DGHP-BSI-NP|-|20161025|4|30500.00|34.8300|1062315.00||10172108|งวดที่ 1 ประจำปีที่ 1 (FY2017) ของ CoAg Phase IV ประกอบด้วยเช็คเลขที่ 10172108 จำนวน 1,037,000 บาท และเช็คเลขที่ 10172138 จำนวน 25,315 บาท|20170110|DGHP-BSI-NP|20170110|DGHP-BSI-NP
1|DGHP-BSI-NP|-|20161228|2|38976.00|35.7600|1393781.76||10172194|งวดที่ 2 ประจำปีที่ 1 (FY2017) ของ CoAg Phase IV|20170111|DGHP-BSI-NP|20170111|DGHP-BSI-NP
1|DGHP-BSI-NP|-|20170428|2|48000.00|34.2788|1645382.40||10181857|งวดที่ 3 ประจำปีที่ 1 (FY2017) ของ CoAg Phase IV|20170502|DGHP-BSI-NP|20170504|DGHP-BSI-NP
1|DGHP-BSI-NP|-|20170707|1|4524.00|33.7900|152865.96||10181885|งวดที่ 4 ประจำปีที่ 1 (FY2017) ของ CoAg Phase IV|20170720|DGHP-BSI-NP|20170720|DGHP-BSI-NP
1|DGHP-DeNARS|-|20161025|5|21226.50|34.8300|739319.00||10170120|1st Drawdown|20170130|dghp-denars|20171016|DGHP-Denars
1|DGHP-DeNARS|-|20161228|4|15033.50|35.7600|537597.96||10172186|2nd Drawdown|20170130|dghp-denars|20171016|DGHP-Denars
1|DGHP-DeNARS|-|20170428|1|40000.00|34.2788|1371152.00||10181851|3rd Drawdown|20170501|dghp-denars|20170501|dghp-denars
1|DGHP-EIGNA|-|20161025|7|66571.50|34.8300|2318685.35||10172106+136|Draw down ครั้งที่ 1+เงินส่วนต่างอัตราแลกเปลี่ยน|20170204|DGHP-EIGNA|20170204|DGHP-EIGNA
1|DGHP-EIGNA|-|20161228|2|130036.50|35.7600|4650105.24||10172192|Draw down ครั้งที่ 2+เงินส่วนต่างอัตราแลกเปลี่ยน|20170204|DGHP-EIGNA|20170204|DGHP-EIGNA
1|DGHP-EIGNA|-|20170707|1|50000.00|33.7900|1689500.00||10181884|Draw down ครั้งที่ 3|20170727|DGHP-EIGNA|20170727|DGHP-EIGNA
1|DGHP-Farmer|-|20161025|4|7165.59|34.8300|249577.44||10172101,10172131| 1st draw down|20170120|dghp-farmer|20170707|dghp-farmer
1|DGHP-Farmer|-|20161228|1|27938.41|35.7600|999077.60||10172187|2 nd draw down|20170707|dghp-farmer|20170707|dghp-farmer
1|DGHP-Farmer|-|20170428|1|10000.00|34.2800|342788.00||10181852|3 rd draw down|20170707|dghp-farmer|20170707|dghp-farmer
1|DGHP-Farmer|-|20170707|1|2066.00|33.7900|69810.14||10181882|4th dd|20170803||20170803|
1|DGHP-IPC|-|20161025|9|16981.18|34.8300|591454.38||10172107|รับเงินงวดที่ 1 #10172137 (ส่วนต่างอัตราแลกเปลี่ยน 0.83 บาท/เหรียญสหรัฐ)|20170119|dghp-ipc|20170209|dghp-ipc
1|DGHP-IPC|-|20161228|2|17440.82|35.7600|623683.85||10172193|รับเงินงวดที่ 2 (ส่วนต่างอัตราแลกเปลี่ยน 1.76 บาท/เหรียญสหรัฐ)|20170127|dghp-ipc|20170209|dghp-ipc
1|DGHP-IPC|-|20170428|2|10000.00|34.2788|342788.00||10181856|รับเงินงวดที่ 3 (ส่วนต่างอัตราแลกเปลี่ยน 0.28 บาท/เหรียญสหรัฐ)|20170428|dghp-ipc|20170428|dghp-ipc
1|DGHP-MOPH-EOC|-|20161025|3|29717.10|34.8300|1035046.60||10172103, 10172133|เงินรับงวดที่ 1|20170117|DGHP-EOC|20170130|DGHP-EOC
1|DGHP-MOPH-EOC|-|20161228|1|18916.90|35.7600|676468.34||10172189|เงินรับงวดที่ 2|20170117|DGHP-EOC|20170117|DGHP-EOC
1|DGHP-MOPH-EOC|-|20170428|4|8000.00|34.2788|274230.40||10181854|เงินรับงวดที่ 3|20170609|DGHP-EOC|20170609|DGHP-EOC
1|DGHP-OH|-|20161025|2|21226.47|34.8300|739317.97||10172105,135|เงิน Draw down ครั้งที่ 1|20170203|DGHP-OH|20170207|dghp-oh
1|DGHP-OH|-|20161228|2|43455.53|35.7600|1553969.73||10172191|เงิน Draw down ครั้งที่ 2|20171025|DGHP-OH|20171025|DGHP-OH
1|DGHP-OH|-|20170707|2|12500.00|33.7900|422375.00||10181883|เงิน Draw down ครั้งที่ 3|20171025|DGHP-OH|20171025|DGHP-OH
1|DGHP-OH-WFD|-|20161025|6|11792.50|34.8300|410732.78||10172104|รับเงินงวดที่ 1 FY2017 (Chq.10172104=400,945)+(Chq.10172134=9,787.78)|20170109|DGHP-OHWFD|20170220|DGHP-OHWFD
1|DGHP-OH-WFD|-|20161228|2|21369.50|35.7600|764173.32||10172190|รับเงินงวดที่ 2 FY2017|20170109|DGHP-OHWFD|20170220|DGHP-OHWFD
1|DGHP-OH-WFD|-|20170503|1|8000.00|34.2788|274230.40||10181855|รับเงินงวดที่ 3 FY2017|20170619|DGHP-OHWFD|20170619|DGHP-OHWFD
1|DGHP-SevPn|-|20161025|2|4939.71|34.8300|172049.96||10172102,10172132|เงินงวดที่1 (167,950 บาท เลขที่เช็ค10172102,4,099.96 บาท เลขที่เช็ค10172132)|20170130|dghp-sevpn|20170919|dghp-sevpn
1|DGHP-SevPn|-|20161228|3|8311.29|35.7600|297211.88||10172188|เงินงวดที่2 (297,211.88 เลขที่เช็ค 10172188)|20170130|dghp-sevpn|20170504|dghp-sevpn
1|DGHP-SevPn|-|20170428|3|6000.00|34.2788|205672.80||10181853|เงินงวดที่3 (205,672.80 เลขที่เช็ค 10181853)|20170504|dghp-sevpn|20170504|dghp-sevpn
1|DGMQ-NR5|-|20161025|5|15141.59|34.8300|527381.52||10172109,10172139|งวดที่ 1 (อัตราแลกเปลี่ยน 0.83/USD - 12,567.52 บาท/เลขที่เช็ค 10172139)|20171230|dgmq-nr5|20170921|dgmq-nr5
1|DGMQ-NR5|-|20161228|8|13035.41|35.7600|466146.32||10172195|งวดที่ 2 (อัตราแลกเปลี่ยน 1.76/USD -  22,942.32 บาท)|20170127|dgmq-nr5|20170705|dgmq-nr5
1|DGMQ-NR5|-|20170320|3|2226.00|35.7600|79601.76||10181823|งวดที่ 2 (เพิ่มเติม) (อัตราแลกเปลี่ยน 1.76/USD - 3,917.76 บาท)|20170403|dgmq-nr5|20170705|dgmq-nr5
1|DGMQ-NR5|-|20170428|4|18000.00|34.2788|617018.40||10181858|งวดที่ 3  (อัตราแลกเปลี่ยน 0.28/USD - 5,040 บาท)|20170428|dgmq-nr5|20170705|dgmq-nr5
1|DGMQ-NR5|-|20170707|1|2069.00|33.7900|69911.51||10181886|งวดที่ 4|20170711|dgmq-nr5|20170711|dgmq-nr5
1|DGMQ-NR6|-|20161012|2|3301.88|34.8300|115004.56||10172110,2140|รับเงินโอนงวดที่ 1 (112,264.00 # 10172110) (2,740.56 #10172140 Gain)|20170207|dgmq-nr6|20170207|dgmq-nr6
1|DGMQ-NR6|-|20161228|1|3681.12|35.7600|131636.77||10172196|รับเงินโอนงวดที่ 2|20170207|dgmq-nr6|20170207|dgmq-nr6
1|DGMQ-NR6|-|20170428|2|2000.00|34.2788|68557.60||10181859|รับโอนเงินงวดที่ 3|20170622|dgmq-nr6|20170623|dgmq-nr6
1|FLU-Bangkok|-|20161025|6|14858.55|34.8300|517523.30||10170117,2127|งวดที่ 1-เช็ค0117=505,190.70 บ., เช็ค2127=12,332.60 บ.|20170207|flu-bangkok|20170214|flu-bangkok
1|FLU-Bangkok|-|20161228|1|12937.45|35.7600|462643.21||10172183|งวดที่ 2|20170207|flu-bangkok|20170207|flu-bangkok
1|FLU-Bangkok|-|20170428|1|11000.00|34.2788|377066.80||10181848|งวดที่ 3|20170912|flu-bangkok|20170912|flu-bangkok
1|FLU-Communication|-|20161025|1|7311.25|34.8300|254650.84||10170115,2125|รับเงินโอนครั้งที่ 1|20170221|flu-communication|20170221|flu-communication
1|FLU-Communication|-|20161228|1|14140.75|35.7600|505673.22||10172181|รับเงินโอนครั้งที่ 2|20170222||20171002|flu-communication
1|FLU-Communication|-|20170707|2|2893.00|33.7900|97754.47||10181879|รับเงินโอนครั้งที่ 3|20170725||20170725|
1|FLU-DARRT|-|20161025|3|14151.00|34.8300|492879.33||10170114,2124|เงินงวดที่1|20170111|FLU-DARRT|20170126|flu-darrt
1|FLU-DARRT|-|20161228|4|21430.00|35.7600|766336.80||10172180|เงินงวดที่2|20170120|flu-darrt|20170126|flu-darrt
1|FLU-DARRT|-|20170428|4|22000.00|34.2788|754133.60||10181847|รับเงินงวดที่ 3 (ส่วนต่างอัตราแลกเปลี่ยน 0.2788 บาท/เหรียญสหรัฐ)|20170615|flu-darrt|20170616|flu-darrt
1|FLU-DARRT|-|20170707|1|12500.00|33.7900|422375.00||10181878|รับเงินงวดที่ 4|20170713|flu-darrt|20170713|flu-darrt
1|FLU-Lab|-|20161025|2|12500.00|34.8300|435375.00||10170119|เงินเบิกงวดที่ 1 ได้เช็ค 2 ใบ ใบที่ 1 เลขที่เช็ค 10170119 ยอดเงิน 425,000.-บาท ใบที่ 2 เลขที่เช็ค  10172129 อัตราแลกเปลี่ยน ยอดเงิน 10,375.-บาท|20170116|Flu-Lab|20170206|Flu-Lab
1|FLU-Lab|-|20161228|2|17977.00|35.7600|642857.52||10172185|เงินเบิกงวดที่ 2 อัตราแลกเปลี่ยน 1.76 ยอดเงิน 31639.52 บาท Gain Loss|20170206|Flu-Lab|20170505|Flu-Lab
1|FLU-Lab|-|20170428|1|17000.00|34.2788|582739.60||10181850|เงินเบิกงวดที่ 3|20170508|Flu-Lab|20170508|Flu-Lab
1|FLU-Lab|-|20170707|1|2523.00|33.7900|85252.17||10181881|เงินงวดที่ 4|20170718|flu-lab|20170718|flu-lab
1|FLU-PIE|-|20161025|1|13207.59|34.8300|460020.30||10170116,2126|รับเงินโอนครั้งที่ 1|20170223|flu-pie|20170223|flu-pie
1|FLU-PIE|-|20170104|2|3773.41|35.7600|134937.20||10172198|รับเงินโอนครั้งที่ 2|20170316|flu-pie|20170316|flu-pie
1|FLU-PIE|-|20170707|2|1887.00|33.7900|63761.73||10181880|รับเงินโอนครั้งที่ 3|20170801||20170801|
1|FLU-RightSize|-|20161025|2|1720.25|34.8300|59916.31||10170113|เงินงวดที่1 (58,488.50 บาท เลขที่เช็ค10170113,1,427.81 บาท เลขที่เช็ค10172123)|20170208|flu-rightsize|20170208|flu-rightsize
1|FLU-RightSize|-|20161228|2|2825.75|35.7600|101048.82||10172179|เงินงวดที่2 101,048.82 บาท เลขที่เช็ค 10172179|20170208|flu-rightsize|20170504|flu-rightsize
1|FLU-RightSize|-|20170428|3|2000.00|34.2788|68557.60||10181860|เงินงวดที่3 68,557.60 บาท เลขที่เช็ค 10181860|20170504|flu-rightsize|20170504|flu-rightsize
1|FLU-RightSize|-|20170707|1|5235.00|33.7900|176890.65||10181877|เงินงวดที่4 176,890.65 บาท เลขที่เช็ค 10181877|20170912|pma|20170912|pma
1|FLU-Treatment|-|20161025|6|13302.00|34.8300|463308.66||10170118|รับเงินงวดที่ 1 #10172128 (ส่วนต่างอัตราแลกเปลี่ยน 0.83 บาท/เหรียญสหรัฐ)|20170119|flu-treatment|20170127|flu-treatment
1|FLU-Treatment|-|20161228|1|15837.00|35.7600|566331.12||10172184|รับเงินงวดที่ 2 (ส่วนต่างอัตราแลกเปลี่ยน 1.76 บาท/เหรียญสหรัฐ)|20170127|flu-treatment|20170127|flu-treatment
1|FLU-Treatment|-|20170428|1|7000.00|34.2788|239951.60||10181849|รับเงินงวดที่ 3 (ส่วนต่างอัตราแลกเปลี่ยน 0.28 บาท/เหรียญสหรัฐ)|20170428|flu-treatment|20170428|flu-treatment
1|GAP-CB|-|20161025|1|8995.91|34.8300|313327.40||10170110|1st Draw Down (Appreciation Fund 7,466.60 Baht #10172120)|20170208|gap-cb|20170208|gap-cb
1|GAP-CB|-|20161228|2|7440.09|35.7600|266057.77||10172173|2nd Draw Down|20170208|gap-cb|20170208|gap-cb
1|GAP-CB|-|20170428|1|12000.00|34.2788|411345.60||10181840|3rd Draw Down|20170523|gap-cb|20170523|gap-cb
1|GAP-CB|-|20170707|1|1381.71|33.7900|46687.98||10181871|4rd Draw Down|20170815|gap-cb|20170815|gap-cb
1|ITC|-|20161025|1|9264.71|34.8300|322689.71||10170104,10172114|First draw down (10170104=315,000.- / 10172114=7689.71.-)|20170203|itc|20170203|itc
1|ITC|-|20161228|1|14795.29|35.7600|529079.72||10172162|Secoud drow down|20170203|itc|20170203|itc
1|ITC|-|20170428|1|10000.00|34.2788|342788.00||10181829|3th drow down #exchange rate 34.2788|20170607|itc|20170607|itc
1|ITC|-|20170707|1|1900.00|33.7900|64201.00||10181862|4th draw down|20170825|ITC|20170825|ITC
1|YMSM-Cascade|-|20161025|1|12352.94|34.8300|430252.90||10170108|#10172118 จำนวน 10252.94 บาท เงินงวดที่ 1|20170206|YMSM-Cascade|20170206|YMSM-Cascade
1|YMSM-Cascade|-|20161228|1|8206.06|35.7600|293448.70||10172167|เงินงวดที่ 2|20170206|YMSM-Cascade|20170206|YMSM-Cascade
1|YMSM-Cascade|-|20170428|1|22000.00|34.2788|754133.60||10181834|เงินงวดที่ 3|20170504|ymsm-cascade|20170504|ymsm-cascade
1|YMSM-Cascade|-|20170707|1|4000.00|33.7900|135160.00||10181867|เงินงวดที่ 4|20170731|ymsm-cascade|20170731|ymsm-cascade
1|KPIS|BATS|20161025|6|64425.00|34.8300|2243922.75||10170105,10172115|รับเงิน Drawdown งวดที่ 1 จาก สนย. (Cheque#10170105=2,190,450 บาท, Cheque#10172115=53,472.75 บาท)|20170106|kpis-bats|20170113|kpis-bats
1|KPIS|BATS|20161114|2|-1955.21|34.8300|-68100.00||10171030|โอนเงินงวดที่ 1 รพ.เลิดสิน|20170112|kpis-bats|20170112|kpis-bats
1|KPIS|BATS|20161128|4|-2110.24|34.8300|-73500.00||10171036|โอนเงินงวดที่ 1 รพ.ขอนแก่น|20170113|kpis-bats|20170113|kpis-bats
1|KPIS|BATS|20161128|5|-3789.84|34.8300|-132000.00||10171037|โอนเงินงวดที่ 1 รพ.อุดรธานี|20170113|kpis-bats|20170113|kpis-bats
1|KPIS|BATS|20161128|9|-4331.84|34.8300|-150878.00||10171035|โอนเงินงวดที่ 1 รพ.ธรรมศาสตร์|20170113|kpis-bats|20170113|kpis-bats
1|KPIS|BATS|20161228|2|90277.00|35.7600|3228305.52||10172163|รับเงิน Drawdown งวดที่ 2 จาก สนย.|20170113|kpis-bats|20170113|kpis-bats
1|KPIS|BATS|20161229|2|-5770.89|34.8300|-201000.00||10174173|โอนเงินงวดที่ 1 รพ.ศรีนครินทร์|20170113|kpis-bats|20170113|kpis-bats
1|KPIS|BATS|20170104|2|-3859.06|35.7600|-138000.00||10174186|โอนเงินงวดที่ 2 รพ.อุดรธานี|20170201|kpis-bats|20170201|kpis-bats
1|KPIS|BATS|20170104|4|-2223.16|35.7600|-79500.00||10174187|โอนเงินงวดที่ 2 รพ.ขอนแก่น|20170201|kpis-bats|20170201|kpis-bats
1|KPIS|BATS|20170104|6|-4328.86|35.7600|-154800.00||10174188|โอนเงินงวดที่ 2 รพ.ธรรมศาสตร์|20170201|kpis-bats|20170201|kpis-bats
1|KPIS|BATS|20170104|8|-2052.57|35.7600|-73400.00||10174189|โอนเงินงวดที่ 2 รพ.เลิดสิน|20170201|kpis-bats|20170201|kpis-bats
1|KPIS|BATS|20170320|3|8844.00|35.7600|316261.44||10181822|รับเงิน Drawdown เพิ่มเติมงวดที่ 2 จาก สนย.|20170418|kpis-bats|20170508|kpis-bats
1|KPIS|BATS|20170322|2|-2726.51|35.7600|-97500.00||10193867|โอนเงินงวดที่ 2 รพ.ศรีนครินทร์|20170418|kpis-bats|20170418|kpis-bats
1|KPIS|BATS|20170407|2|-4100.00|35.7600|-146616.00||10193890|โอนเงินงวดที่ 3 รพ.ธรรมศาสตร์|20170508|kpis-bats|20170508|kpis-bats
1|KPIS|BATS|20170407|4|-3691.28|35.7600|-132000.00||10193891|โอนเงินงวดที่ 3 รพ.อุดรธานี|20170508|kpis-bats|20170508|kpis-bats
1|KPIS|BATS|20170407|6|-2050.00|35.7600|-73308.00||10193892|โอนเงินงวดที่ 3 รพ.เลิดสิน|20170508|kpis-bats|20170508|kpis-bats
1|KPIS|BATS|20170424|2|-2300.00|35.7600|-82248.00||10193897|โอนเงินงวดที่ 3 รพ.ขอนแก่น|20170508|kpis-bats|20170508|kpis-bats
1|KPIS|BATS|20170428|2|74000.00|34.2788|2536631.20||10181830|รับเงิน Drawdown งวดที่ 3 จาก สนย.|20170601|kpis-bats|20170601|kpis-bats
1|KPIS|BATS|20170517|13|-2800.00|35.7600|-100128.00||10193948|โอนเงินงวดที่ 3 รพ.ศรีนครินทร์|20170601|kpis-bats|20170807|kpis-bats
1|KPIS|BATS|20170707|2|6500.00|33.7900|219635.00||10181863|รับเงิน Drawdown งวดที่ 4 จาก สนย.|20170808|kpis-bats|20170808|kpis-bats
1|KPIS|KK|20161128|1|2110.24|34.8300|73500.00||10171036|รับเงินโอนงวดที่ 1 จาก สอวพ.|20170201|kpis-kk|20170201|kpis-kk
1|KPIS|KK|20170104|2|2223.16|35.7600|79500.00||10174187|รับเงินโอนงวดที่ 2 จาก สอวพ.|20170206|kpis-kk|20170206|kpis-kk
1|KPIS|KK|20170424|2|2300.00|35.7600|82248.00||10193897|รับเงินโอนงวดที่ 3 จาก สอวพ.|20170511|kpis-kk|20170511|kpis-kk
1|KPIS|LD|20161114|1|1955.21|34.8300|68100.00||10171030|รับเงินโอนงวดที่1 จาก สอวพ.|20170206|kpis-ld|20170206|kpis-ld
1|KPIS|LD|20170104|2|2052.57|35.7600|73400.00||10174189|รับเงินโอนงวดที่2 จาก สอวพ.|20170206|kpis-ld|20170206|kpis-ld
1|KPIS|LD|20170407|2|2050.00|35.7600|73308.00||10193892|รับเงินโอนงวดที่3 จาก สอวพ.|20170505|kpis-ld|20170505|kpis-ld
1|KPIS|SR|20161229|1|5770.89|34.8300|201000.00||10174173|รับโอนเงินงวดที่ 1 จาก สอวพ.|20170116|kpis-sr|20170116|kpis-sr
1|KPIS|SR|20170322|2|2726.51|35.7600|97500.00||10193867|รับโอนเงินงวดที่ 2 จาก สอวพ.|20170407|kpis-sr|20170407|kpis-sr
1|KPIS|SR|20170517|2|2800.00|35.7600|100128.00||10193948|รับโอนเงินงวดที่ 3 จาก สอวพ.|20170607|kpis-sr|20170607|kpis-sr
1|KPIS|TU|20161128|1|4331.84|34.8300|150878.00||10171035|รับเงินโอนงวดที่ 1 จาก สอวพ.|20170207|kpis-tu|20170207|kpis-tu
1|KPIS|TU|20170104|2|4328.86|35.7600|154800.00||10174188|รับเงินโอนงวดที่ 2 จาก สอวพ.|20170207|kpis-tu|20170207|kpis-tu
1|KPIS|TU|20170407|2|4100.00|35.7600|146616.00||10193890|รับเงินโอนงวดที่ 3 จาก สอวพ.|20170518|kpis-tu|20170518|kpis-tu
1|KPIS|UD|20161128|1|3789.84|34.8300|132000.00||10171037|รับเงินโอนงวดที่ 1 จาก สอวพ.|20170203|kpis-ud|20170203|kpis-ud
1|KPIS|UD|20170104|2|3859.06|35.7600|138000.00||10174186|รับเงินโอนงวดที่ 2 จาก สอวพ.|20170206|kpis-ud|20170206|kpis-ud
1|KPIS|UD|20170407|2|3691.28|35.7600|132000.00||10193891|รับเงินโอนงวดที่ 3 จาก สอวพ.|20170518|kpis-ud|20170518|kpis-ud
1|LAB-Strategy|-|20161108|2|3088.24|34.8300|107563.24||10172149, 10172150|1st Draw down|20170206|LAB-STRATEGY|20170206|LAB-STRATEGY
1|LAB-Strategy|-|20161228|3|7885.76|35.7600|281994.95||10172172|2nd Draw down|20170206|LAB-STRATEGY|20170206|LAB-STRATEGY
1|LAB-Strategy|-|20170428|1|8000.00|34.2788|274230.40||10181839|3rd Draw down|20170503|LAB-Strategy|20170503|LAB-Strategy
1|LAB-Strategy|-|20170707|1|1000.00|33.7900|33790.00||10181870|4th Draw down|20170803|Lab-Strategy|20170803|Lab-Strategy
1|LAB-TB-EQA|-|20161108|5|4117.65|34.8300|143417.65||10172147|เช็คฉบับที่ 2 เลขที่ 10172148|20170119|lab-tb-eqa|20170119|lab-tb-eqa
1|LAB-TB-EQA|-|20161228|1|13911.35|35.7600|497469.98||10172171|รับโอนเงินงวดที่ 2|20170119|lab-tb-eqa|20170119|lab-tb-eqa
1|LAB-TB-EQA|-|20170519|1|1700.00|34.2788|58273.96||10181838|รับโอนเงินงวดที่ 3|20170615|lab-tb-eqa|20170615|lab-tb-eqa
1|NCD-Cancer|-|20161130|3|5188.75|34.8300|180724.16||10172151|งวดที่ 1 เช็ค 10172151  = 176,417.50 บาท เช็ค 10172152 = 4,306.66|20170106|NCD1-CANCER|20170621|ncd1-cancer
1|NCD-Cancer|-|20161228|1|5301.25|35.7600|189572.70||10172174|เงินงวดที่ 2 + เงินส่วนต่าง|20170106|NCD1-CANCER|20170106|NCD1-CANCER
1|NCD-Cancer|-|20170428|3|8000.00|34.2788|274230.40||10181842|เงินงวดที่ 3 + เงินส่วนต่าง|20170621|ncd1-cancer|20170913|NCD1-CANCER
1|NCD-Cancer|-|20170707|1|1000.00|33.7900|33790.00||10181873|เงินงวดที่ 4|20170913|NCD1-CANCER|20170913|NCD1-CANCER
1|NCD-CVD|-|20161130|1|2358.50|34.8300|82146.55||10172155,10172156|Frist draw down|20170220|NCD-CVD|20170309|NCD-CVD
1|NCD-CVD|-|20161228|1|1031.50|35.7600|36886.44||10172176|second draw down|20170220|NCD-CVD|20170309|NCD-CVD
1|NCD-CVD|-|20170509|3|3000.00|34.2788|102836.40||10181843|third draw down|20170518|NCD-CVD|20171016|ncd-cvd
1|NCD-CVD|-|20170718|1|1500.00|33.7900|50685.00||10181875|four draw down|20170719|NCD-CVD|20170719|NCD-CVD
1|NCD-RTI|-|20161130|1|4717.00|34.8300|164293.11||10172153|งวดที่ 1 เช็ค 10172153 = 160,378  บาท เช็ค 10172154 = 3,915.11 บาท|20170308|ncd-rti|20170308|ncd-rti
1|NCD-RTI|-|20161228|2|12375.00|35.7600|442530.00||10172175|งวดที่ 3|20170308|ncd-rti|20170808|NCD-RTI
1|NCD-RTI|-|20170707|1|1776.00|33.7900|60011.04||10181874|งวดที่ 4|20170928||20170928|
1|PIF|-|20170421|3|45164.00|35.7600|1615064.64||10181824|ยอดรับมางวดที่1|20170518|PIF|20170824|pif
1|PIF|-|20170428|1|38000.00|34.2788|1302594.40||10181841|ยอดรับมางวดที่2|20170518|PIF|20170518|PIF
1|PIF|-|20170707|2|3643.35|33.7900|123108.80||10181872|ยอดรับมางวดที่3|20170824|pif|20170824|pif
1|PIF|BATS|20170421|3|45164.00|35.7600|1615064.64||10181824|ยอดรับมางวดที่1|20170518|PIF|20170824|pif
1|PIF|BATS|20170428|1|38000.00|34.2788|1302594.40||10181841|ยอดรับมางวดที่2|20170518|PIF|20170518|PIF
1|PIF|BATS|20170707|2|3643.35|33.7900|123108.80||10181872|ยอดรับมางวดที่3|20170824|pif|20170824|pif
1|PrEP2START-SL|LAB|20161108|2|7720.59|34.8300|268908.09||10172143,10172144|10172143 (EX Rate 34)=262,500 B,10172144 (ส่วนต่าง 0.83)=6,408.09 B|20170207|prep2start-lab|20170207|prep2start-lab
1|PrEP2START-SL|LAB|20161228|3|7500.41|35.7600|268214.72||10172164|EX Rate 34= 255,014 B,ส่วนต่าง 1.76 =13,200.72 B|20170207|prep2start-lab|20170207|prep2start-lab
1|PrEP2START-SL|LAB|20170428|2|11000.00|34.2800|377066.80||10181831|EX Rate=34.2788|20170501|prep2start-lab|20170614|prep2start-lab
1|PrEP2START-SL|LAB|20170707|1|4661.35|33.7900|157507.02||10181864||20170810|prep2start-lab|20170810|prep2start-lab
1|PrEP2START-SL|SL-BATS|20161025|1|72808.57|34.8300|2535922.62||10170106,10172116|Drawdown no. 1 #10170106 = 2,475,491.50 , #10170116 = 60,431.12|20170202|prep2start-sl-bats|20170202|prep2start-sl-bats
