CoAgYear|ProjectID|SubprojectID|DateReceived|ReceiveNo|AmountReceivedUSD|ExchangeRate|AmountReceivedTHB|Gain|ChequeReceived|Remark|_datecreated|_usercreated|_dateupdated|_userupdated
1|DGHP-AFI|NP|20161025|3|47866.69|34.8300|1667196.78||10170090|งวดที่ 1 ประจำปีที่ 1 (FY 2017) ของ CoAg Phase IV ประกอบด้วยเช็คเลขที่ 10170090 จำนวน 1,627,467.46 บาท เช็คเลขที่ 10172002 จำนวน 39,729.32 บาท|20170111|DGHP-aFI-NP|20170112|DGHP-AFI-NP
1|DGHP-AFI|NP|20161228|2|137504.31|35.7600|4917154.15||10172013|งวดที่ 2 ประจำปีที่ 1 (FY 2017) ของ CoAg Phase IV|20170112|DGHP-AFI-NP|20170112|DGHP-AFI-NP
1|DGHP-AFI|NP|20170428|4|4000.00|34.2700|137115.20||10172024|งวดที่ 3 ประจำปีที่ 1 (FY 2017) ของ CoAg Phase IV|20170502|DGHP-AFI-NP|20170802|DGHP-AFI-NP
1|DGHP-AFI|NP|20170726|1|20000.00|34.2788|685576.00||10172033|งวดที่ 4 ประจำปีที่ 1 (FY 2017) ของ CoAg Phase IV|20170802|DGHP-AFI-NP|20170802|DGHP-AFI-NP
1|DGHP-AFI|TAK|20161025|4|74132.80|34.8300|2582045.40||10170091|Draw down 1 (ก.ย.-พ.ย.59) + Gain Cheque#10172003 (฿0.83)|20170119|DGHP-AFI-TAK|20170125|DGHP-AFI-TAK
1|DGHP-AFI|TAK|20161228|2|146824.20|35.7600|5250433.39||10172014|Draw down 2 (ธ.ค.59 - มี.ค.60), Gain rate (฿1.76)|20170120|DGHP-AFI-TAK|20170125|DGHP-AFI-TAK
1|DGHP-AFI|TAK|20170428|1|60000.00|34.2788|2056728.00||10172025|Draw down 3 (Exchanged rate = 34.2788)|20170518|DGHP-AFI-TAK|20170518|DGHP-AFI-TAK
1|DGHP-PrOZINT|BU|20170726|1|68000.00|34.2788|2330958.40||10172034|รับเงินสนับสนุนโครงการงวดที่ 1|20170822|dghp-prozint-bu|20170822|dghp-prozint-bu
1|DGHP-PrOZINT|MH|20170726|1|68000.00|34.2788|2330958.40||10172035|การเบิกครั้งที่ 1|20170822|dghp-prozint-mh|20170822|dghp-prozint-mh
1|FLU-Pregnancy|-|20161025|4|94603.75|34.8300|3295048.61||10170088|1. เงินงวดที่ 1 จำนวน 3,216,527.50 บาท เช็คเลขที่ 10170088  2.เงินส่วนต่างอัตราแลกเปลี่ยน 0.83 บาท/เหรียญสหรัฐ จำนวน 78,521.11 บาท เช็คเลขที่ 10170100|20170106|FLU-Pregnancy|20170111|FLU-Pregnancy
1|FLU-Pregnancy|-|20161228|6|85701.25|35.7600|3064676.70||10172011|1. เงินงวดที่ 2 จำนวน 2,913,842.50 บาท  2.เงินส่วนต่างอัตราแลกเปลี่ยน 1.76 บาท/เหรียญสหรัฐ จำนวน 150,834.20 บาท|20170106|FLU-Pregnancy|20170111|FLU-Pregnancy
1|FLU-Pregnancy|-|20170428|1|150000.00|34.2788|5141820.00||10172022|เงินงวดที่ 3 จำนวน 4,141,820 บาท อัตราแลกเปลี่ยน 34.2788 บาท ต่อ 1 USD|20170501|FLU-Pregnancy|20170501|FLU-Pregnancy
1|FLU-VENetwork|-|20161025|5|88644.60|34.8300|3087491.42||10170087,10170099| 1st Draw Down  เงินส่วนต่างอัตราแลกเปลี่ยน 0.83 บาท/เหรียญสหรัฐ|20170106|FLU-VENetwork|20170126|FLU-VENetwork
1|FLU-VENetwork|-|20161228|4|47177.40|35.7600|1687063.82||10172010|2nd Draw Down เงินส่วนต่างอัตราแลกเปลี่ยน 1.76 บาท/เหรียญสหรัฐ|20170106|FLU-VENetwork|20170126|FLU-VENetwork
1|FLU-VENetwork|-|20170428|1|154000.00|34.2788|5278935.20||10172021|3rd|20170605|flu-venetwork|20170605|flu-venetwork
1|HSRP-COMBO|-|20161025|3|45576.60|34.8300|1587432.98||10170081/ 10170093|#10170081 for (ภาษี) =rate 34.00 Baht 1,549,604.40 B and #10170093 for rate 0.83 Baht=37,828.58 B|20170207|hsrp-combo|20170615|hsrp-combo
1|HSRP-COMBO|-|20170502|3|10000.00|34.2788|342788.00||10172016|rate 34.2788 Baht|20170615|hsrp-combo|20170615|hsrp-combo
1|HSRP-COMBO|-|20170731|1|16345.40|34.2788|560300.70||10172027||20170810|hsrp-combo|20170810|hsrp-combo
1|HSRP-YMSM|-|20161025|7|91444.20|34.8300|3185001.48||101170083/ 10170095|#10170083 for rate 34Baht=3,109,102.80 B, and #10170095 for rate 0.83 Baht=75,898.68 Baht.|20170207|hsrp-ymsm|20170921|hsrp-ymsm
1|HSRP-YMSM|-|20170731|1|40492.80|34.2788|1388044.60||10172029||20170810|hsrp-ymsm|20170810|hsrp-ymsm
1|HSRP-YMSM|-|20170830|2|28877.00|34.2788|989868.91||10172036|rate 34.2788|20170914|hsrp-ymsm|20170914|hsrp-ymsm
1|HSRP-Main|-|20161012|14|125526.90|34.8300|4372101.93||10170082/10170094|1st Drawdown (Cheque #10170082 for rate 34 Baht / #10170094 for rate 0.83 Baht)|20170203|hsrp-main|20170206|hsrp-main
1|HSRP-Main|-|20161229|4|46347.36|34.8300|1614278.55||10172005|2nd Drawdown|20170206|hsrp-main|20170206|hsrp-main
1|HSRP-Main|-|20161229|5|55881.94|35.7600|1998338.17||10172006|2nd Drawdown|20170206|hsrp-main|20170206|hsrp-main
1|HSRP-Main|-|20170502|2|160000.00|34.2788|5484608.00||10172017|3rd Drawdown (อัตราแลกเปลี่ยน 34.2788)|20170612|hsrp-main|20170612|hsrp-main
1|HSRP-Main|-|20170731|2|14666.80|34.2788|502760.30||10172028|4th Drawdown (อัตราแลกเปลี่ยน 34.2788)|20170810|hsrp-main|20170810|hsrp-main
